timestamp(ms),myData.gz,myData.gy,varx,vary,
"1782223924.552",,,"-0.48","-2.04",
"1782223924.565",,,"-0.42","-1.24",
"1782223924.576",,,"-0.42","-1.24",
"1782223924.579",,,"-0.36",,
"1782223924.58",,,,"-0.27",
"1782223924.589",,,"-0.36","-0.27",
"1782223924.602",,,"-0.36","0.71",
"1782223924.606",,,"-0.12","1.32",
"1782223924.617",,,"-0.12","1.32",
"1782223924.621",,,"-0.06","1.63",
"1782223924.631",,,"-0.06","1.63",
"1782223924.635",,,"0.07","1.99",
"1782223924.645",,,"0.07","1.99",
"1782223924.648",,,"0.19","2.3",
"1782223924.659",,,"0.19","2.3",
"1782223924.662",,,"0.31","2.3",
"1782223924.675",,,"0.31","2.3",
"1782223924.68",,,"0.31",,
"1782223924.681",,,,"2.6",
"1782223924.688",,,"0.31","2.6",
"1782223924.692",,,"0.62",,
"1782223924.693",,,,"2.85",
"1782223924.702",,,"0.62","2.85",
"1782223924.715",,,"0.68","3.09",
"1782223924.718",,,"1.16","3.15",
"1782223924.729",,,"1.16",,
"1782223924.73",,,,"3.15",
"1782223924.734",,,"1.16","2.91",
"1782223924.744",,,"1.16","2.91",
"1782223924.747",,,"1.35","2.91",
"1782223924.758",,,"1.35","2.91",
"1782223924.765",,,"1.41",,
"1782223924.766",,,,"2.85",
"1782223924.772",,,"1.41","2.85",
"1782223924.78",,,"1.29","2.97",
"1782223924.791",,,"1.23","3.21",
"1782223924.802",,,"1.23","3.21",
"1782223924.804",,,"1.23","3.52",
"1782223924.815",,,"1.23","3.52",
"1782223924.818",,,"1.04",,
"1782223924.819",,,,"4.19",
"1782223924.83",,,"1.04","4.19",
"1782223924.843",,,"1.1","4.68",
"1782223924.851",,,"1.04","5.35",
"1782223924.857",,,"1.04","5.35",
"1782223924.863",,,"1.04","5.72",
"1782223924.876",,,"0.74","6.09",
"1782223924.886",,,"0.74","6.09",
"1782223924.891",,,"0.68","6.7",
"1782223924.9",,,"0.68","6.7",
"1782223924.904",,,"0.86","7.18",
"1782223924.914",,,"0.86",,
"1782223924.915",,,,"7.18",
"1782223924.92",,,"0.86","8.1",
"1782223924.929",,,"0.86","8.1",
"1782223924.932",,,"0.74","8.53",
"1782223924.943",,,"0.74","8.53",
"1782223924.946",,,"0.86","8.77",
"1782223924.957",,,"0.86","8.77",
"1782223924.98",,,"0.8",,
"1782223924.981",,,"0.98","8.53",
"1782223924.99",,,"0.92","7.92",
"1782223924.999",,,"0.92","7.92",
"1782223925.003",,,"1.53","7.49",
"1782223925.013",,,"1.53","7.49",
"1782223925.016",,,"1.78",,
"1782223925.017",,,,"7",
"1782223925.033",,,"1.96","6.27",
"1782223925.041",,,"1.96",,
"1782223925.042",,,,"6.27",
"1782223925.047",,,"1.78","5.17",
"1782223925.057",,,"1.78","5.17",
"1782223925.061",,,"1.96","3.89",
"1782223925.075",,,"1.78","2.67",
"1782223925.085",,,"1.78","2.67",
"1782223925.098",,,"1.71","1.5",
"1782223925.106",,,"1.47","0.65",
"1782223925.112",,,"1.47",,
"1782223925.113",,,,"0.65",
"1782223925.116",,,"0.98","-0.2",
"1782223925.127",,,"0.98","-0.2",
"1782223925.131",,,"0.43","-0.69",
"1782223925.146",,,"0.68","-0.75",
"1782223925.156",,,"0.68","-0.75",
"1782223925.159",,,"0.25","-0.57",
"1782223925.17",,,"0.25","-0.57",
"1782223925.175",,,"0.25","-0.51",
"1782223925.184",,,"0.25",,
"1782223925.185",,,,"-0.51",
"1782223925.187",,,"0.43","-0.45",
"1782223925.201",,,"0.43","-0.45",
"1782223925.212",,,"0.31","-0.45",
"1782223925.215",,,"0","-0.39",
"1782223925.226",,,"0",,
"1782223925.227",,,,"-0.39",
"1782223925.234",,,"-0.48","-0.2",
"1782223925.24",,,"-0.48","-0.2",
"1782223925.243",,,"-0.97","-0.02",
"1782223925.255",,,"-0.97","-0.02",
"1782223925.259",,,"-1.52","0.22",
"1782223925.269",,,"-1.52","0.22",
"1782223925.273",,,"-1.83","0.34",
"1782223925.283",,,"-1.83","0.34",
"1782223925.287",,,"-2.01","0.65",
"1782223925.297",,,"-2.01",,
"1782223925.298",,,,"0.65",
"1782223925.301",,,"-2.19","1.14",
"1782223925.312",,,"-2.19","1.14",
"1782223925.316",,,"-2.8","1.81",
"1782223925.334",,,"-3.42","2.36",
"1782223925.342",,,"-3.42","2.36",
"1782223925.355",,,"-4.03","3.28",
"1782223925.358",,,"-4.39","4.07",
"1782223925.368",,,"-4.39","4.07",
"1782223925.374",,,"-5.13",,
"1782223925.375",,,,"4.56",
"1782223925.389",,,"-5.86","4.56",
"1782223925.39",,,,"5.05",
"1782223925.397",,,"-5.86","5.05",
"1782223925.4",,,"-6.53","5.23",
"1782223925.415",,,"-6.53","5.66",
"1782223925.426",,,"-6.53",,
"1782223925.427",,,,"5.66",
"1782223925.429",,,"-6.47","5.78",
"1782223925.439",,,"-6.47","5.78",
"1782223925.444",,,"-6.47","6.15",
"1782223925.453",,,"-6.47",,
"1782223925.454",,,,"6.15",
"1782223925.457",,,"-5.86","6.33",
"1782223925.468",,,"-5.86","6.33",
"1782223925.471",,,"-5.25","6.63",
"1782223925.482",,,"-5.25",,
"1782223925.483",,,,"6.63",
"1782223925.489",,,"-4.39","7.18",
"1782223925.497",,,"-4.39","7.18",
"1782223925.5",,,"-3.48","7.98",
"1782223925.511",,,"-3.48","7.98",
"1782223925.524",,,"-2.32",,
"1782223925.525",,,,"8.71",
"1782223925.528",,,"-1.4","9.14",
"1782223925.538",,,"-1.4",,
"1782223925.539",,,,"9.14",
"1782223925.542",,,"-0.97","9.57",
"1782223925.553",,,"-0.97","9.57",
"1782223925.557",,,"-0.36",,
"1782223925.558",,,,"9.5",
"1782223925.567",,,"-0.36","9.5",
"1782223925.57",,,"-0.18","9.02",
"1782223925.588",,,"-0.18","9.02",
"1782223925.592",,,"0.37","8.71",
"1782223925.595",,,"0.37","8.71",
"1782223925.598",,,"0.74",,
"1782223925.599",,,,"8.71",
"1782223925.61",,,"0.74","8.71",
"1782223925.612",,,"0.98","8.59",
"1782223925.624",,,"0.98","8.59",
"1782223925.637",,,"0.92","8.71",
"1782223925.64",,,"0.92","9.02",
"1782223925.651",,,"0.92","9.02",
"1782223925.654",,,"0.98",,
"1782223925.655",,,,"9.02",
"1782223925.666",,,"0.98","9.02",
"1782223925.669",,,"0.98","8.71",
"1782223925.68",,,"0.98","8.71",
"1782223925.683",,,"0.86","7.8",
"1782223925.694",,,"0.86","7.8",
"1782223925.702",,,"0.49","7.06",
"1782223925.713",,,"0.49","6.02",
"1782223925.722",,,"0.49",,
"1782223925.723",,,,"6.02",
"1782223925.726",,,"0.31","4.99",
"1782223925.737",,,"0.31","4.99",
"1782223925.741",,,"0.19","3.76",
"1782223925.751",,,"0.19","3.76",
"1782223925.764",,,"0.07",,
"1782223925.765",,,,"2.54",
"1782223925.769",,,"0.31",,
"1782223925.77",,,,"1.57",
"1782223925.779",,,"0.31","1.57",
"1782223925.787",,,"-0.06","0.59",
"1782223925.798",,,"-0.06",,
"1782223925.799",,,"-0.06","-0.2",
"1782223925.815",,,"-0.48","-0.88",
"1782223925.826",,,"-0.67","-1.24",
"1782223925.836",,,"-0.67","-1.24",
"1782223925.839",,,"-1.58","-1.91",
"1782223925.856",,,"-2.32","-2.04",
"1782223925.866",,,"-2.32","-2.04",
"1782223925.878",,,"-2.87","-2.28",
"1782223925.881",,,"-3.66","-2.46",
"1782223925.892",,,"-3.66","-2.46",
"1782223925.9",,,"-4.33","-2.77",
"1782223925.922",,,"-5.25","-3.08",
"1782223925.932",,,"-6.29","-3.26",
"1782223925.958",,,"-7.69","-3.26",
"1782223925.959",,,"-9.16","-3.2",
"1782223925.964",,,"-9.16","-3.2",
"1782223925.967",,,"-10.56",,
"1782223925.968",,,,"-3.14",
"1782223925.978",,,"-10.56","-3.14",
"1782223925.982",,,"-12.03","-3.14",
"1782223925.993",,,"-12.03","-3.14",
"1782223925.998",,,"-13.67","-2.65",
"1782223926.007",,,"-13.67",,
"1782223926.008",,,,"-2.65",
"1782223926.02",,,"-15.38",,
"1782223926.021",,,,"-2.59",
"1782223926.024",,,"-16.67","-2.59",
"1782223926.035",,,"-16.67","-2.59",
"1782223926.042",,,"-17.89",,
"1782223926.043",,,,"-2.16",
"1782223926.049",,,"-17.89","-2.16",
"1782223926.052",,,"-18.74","-1.85",
"1782223926.063",,,"-18.74","-1.85",
"1782223926.067",,,"-19.66","-1.12",
"1782223926.078",,,"-19.66","-1.12",
"1782223926.081",,,"-20.82","-0.02",
"1782223926.093",,,"-20.82","-0.02",
"1782223926.095",,,"-21.37","0.89",
"1782223926.106",,,"-21.37","0.89",
"1782223926.11",,,"-22.29","1.69",
"1782223926.121",,,"-22.29","1.69",
"1782223926.134",,,"-22.35","2.18",
"1782223926.138",,,"-22.41","2.6",
"1782223926.148",,,"-22.41",,
"1782223926.149",,,,"2.6",
"1782223926.152",,,"-21.67","2.97",
"1782223926.163",,,"-21.67","2.97",
"1782223926.166",,,"-21.19","3.09",
"1782223926.177",,,"-21.19","3.09",
"1782223926.184",,,"-20.21","3.34",
"1782223926.192",,,"-20.21","3.34",
"1782223926.195",,,"-19.17","3.03",
"1782223926.206",,,"-19.17","3.03",
"1782223926.209",,,"-18.19",,
"1782223926.21",,,,"2.73",
"1782223926.226",,,"-17.09","2.67",
"1782223926.239",,,"-15.87","2.54",
"1782223926.249",,,"-15.87","2.54",
"1782223926.254",,,"-14.22","2.85",
"1782223926.263",,,"-14.22","2.85",
"1782223926.277",,,"-12.88","2.91",
"1782223926.28",,,"-11.54","2.79",
"1782223926.291",,,"-11.54","2.79",
"1782223926.294",,,"-9.83","2.91",
"1782223926.305",,,"-9.83","2.91",
"1782223926.31",,,"-8.36","2.54",
"1782223926.32",,,"-8.36","2.54",
"1782223926.325",,,"-6.9","2.36",
"1782223926.342",,,"-4.82","1.87",
"1782223926.349",,,"-4.82","1.87",
"1782223926.352",,,"-3.05","1.38",
"1782223926.362",,,"-3.05","1.38",
"1782223926.366",,,"-0.85","1.02",
"1782223926.376",,,"-0.85",,
"1782223926.377",,,,"1.02",
"1782223926.382",,,"1.23","0.41",
"1782223926.391",,,"1.23","0.41",
"1782223926.396",,,"3.42","-0.14",
"1782223926.406",,,"3.42","-0.14",
"1782223926.419",,,"5.44","-0.45",
"1782223926.424",,,"7.09","-1.06",
"1782223926.433",,,"7.09","-1.06",
"1782223926.437",,,"9.23","-1.61",
"1782223926.447",,,"9.23",,
"1782223926.448",,,,"-1.61",
"1782223926.456",,,"11.24","-2.65",
"1782223926.462",,,"11.24","-2.65",
"1782223926.465",,,"13.38","-3.99",
"1782223926.476",,,"13.38","-3.99",
"1782223926.481",,,"15.39","-4.72",
"1782223926.491",,,"15.39","-4.72",
"1782223926.494",,,"17.78","-4.97",
"1782223926.505",,,"17.78","-4.97",
"1782223926.519",,,"20.71","-5.21",
"1782223926.522",,,"23.33","-4.97",
"1782223926.533",,,"23.33","-4.97",
"1782223926.536",,,"26.33","-4.85",
"1782223926.547",,,"26.33",,
"1782223926.548",,,,"-4.85",
"1782223926.551",,,"28.89","-4.72",
"1782223926.562",,,"28.89","-4.72",
"1782223926.565",,,"30.84","-4.66",
"1782223926.576",,,"30.84","-4.66",
"1782223926.579",,,"32","-4.11",
"1782223926.59",,,"32",,
"1782223926.591",,,,"-4.11",
"1782223926.594",,,"33.35","-4.11",
"1782223926.607",,,"33.35","-4.11",
"1782223926.618",,,"33.9","-3.81",
"1782223926.622",,,"33.53","-3.56",
"1782223926.632",,,"33.53","-3.56",
"1782223926.638",,,"33.23","-3.08",
"1782223926.651",,,"32.43","-2.89",
"1782223926.661",,,"32.43","-2.89",
"1782223926.664",,,"31.58","-3.01",
"1782223926.675",,,"31.58","-3.01",
"1782223926.68",,,"31.03","-3.01",
"1782223926.69",,,"31.03","-3.01",
"1782223926.703",,,"30.29","-3.2",
"1782223926.706",,,"29.38",,
"1782223926.707",,,,"-2.77",
"1782223926.718",,,"29.38","-2.77",
"1782223926.721",,,"28.65","-2.65",
"1782223926.737",,,"27.61","-2.22",
"1782223926.746",,,"27.61","-2.22",
"1782223926.75",,,"26.69","-1.85",
"1782223926.76",,,"26.69","-1.85",
"1782223926.763",,,"25.59",,
"1782223926.764",,,,"-1.55",
"1782223926.775",,,"25.59",,
"1782223926.776",,,,"-1.55",
"1782223926.795",,,"23.76","-0.82",
"1782223926.802",,,"23.76","-0.82",
"1782223926.806",,,"22.91","-0.75",
"1782223926.817",,,"22.91","-0.75",
"1782223926.82",,,"22.17","-0.45",
"1782223926.831",,,"22.17","-0.45",
"1782223926.837",,,"21.81","-0.33",
"1782223926.849",,,"21.2","0.1",
"1782223926.86",,,"21.2",,
"1782223926.861",,,,"0.1",
"1782223926.873",,,"21.56","0.22",
"1782223926.878",,,"22.17","0.65",
"1782223926.889",,,"22.17","0.65",
"1782223926.892",,,"22.97","0.77",
"1782223926.901",,,"22.97",,
"1782223926.902",,,,"0.77",
"1782223926.905",,,"23.58","0.65",
"1782223926.916",,,"23.58","0.65",
"1782223926.923",,,"24.43","0.34",
"1782223926.93",,,"24.43","0.34",
"1782223926.935",,,"25.23","-0.02",
"1782223926.944",,,"25.23","-0.02",
"1782223926.958",,,"26.14","-0.63",
"1782223926.961",,,"26.33","-0.63",
"1782223926.972",,,"26.33","-0.63",
"1782223926.981",,,"26.57","-0.75",
"1782223926.986",,,"26.57","-0.75",
"1782223926.992",,,"26.51",,
"1782223926.993",,,,"-0.63",
"1782223927.001",,,"26.51","-0.63",
"1782223927.004",,,"26.14","-0.63",
"1782223927.019",,,"26.14",,
"1782223927.02",,,"25.65","-0.08",
"1782223927.029",,,"25.65","-0.08",
"1782223927.032",,,"24.62","0.22",
"1782223927.043",,,"24.62",,
"1782223927.044",,,,"0.22",
"1782223927.057",,,"23.27","0.34",
"1782223927.06",,,"21.68","0.59",
"1782223927.071",,,"21.68","0.59",
"1782223927.074",,,"19.18",,
"1782223927.075",,,,"0.65",
"1782223927.085",,,"19.18","0.65",
"1782223927.09",,,"16.68",,
"1782223927.091",,,,"0.65",
"1782223927.1",,,"16.68","0.65",
"1782223927.103",,,"13.99","0.77",
"1782223927.114",,,"13.99","0.77",
"1782223927.117",,,"10.75","1.14",
"1782223927.128",,,"10.75","1.14",
"1782223927.131",,,"6.84","1.63",
"1782223927.146",,,"2.69","2.3",
"1782223927.157",,,"2.69",,
"1782223927.158",,,,"2.3",
"1782223927.16",,,"-1.71","3.09",
"1782223927.171",,,"-1.71","3.09",
"1782223927.185",,,"-5.92",,
"1782223927.186",,,,"3.64",
"1782223927.192",,,"-9.64","3.89",
"1782223927.199",,,"-9.64","3.89",
"1782223927.202",,,"-13.8","3.95",
"1782223927.219",,,"-17.46","3.64",
"1782223927.227",,,"-17.46",,
"1782223927.228",,,,"3.64",
"1782223927.231",,,"-20.76","3.64",
"1782223927.242",,,"-20.76","3.64",
"1782223927.246",,,"-23.45","3.58",
"1782223927.257",,,"-23.45","3.58",
"1782223927.259",,,"-26.07","3.34",
"1782223927.271",,,"-26.07","3.34",
"1782223927.274",,,"-28.21","3.21",
"1782223927.29",,,"-30.1","3.21",
"1782223927.299",,,"-30.1","3.21",
"1782223927.304",,,"-31.87","3.15",
"1782223927.313",,,"-31.87","3.15",
"1782223927.327",,,"-33.22","3.03",
"1782223927.332",,,"-34.5","2.79",
"1782223927.341",,,"-34.5","2.79",
"1782223927.344",,,"-35.6","2.05",
"1782223927.355",,,"-35.6","2.05",
"1782223927.359",,,"-36.94","1.2",
"1782223927.375",,,"-36.94",,
"1782223927.376",,,"-37.8","0.16",
"1782223927.384",,,"-37.8","0.16",
"1782223927.39",,,"-37.92","-0.63",
"1782223927.398",,,"-37.92","-0.63",
"1782223927.404",,,"-38.16","-1.49",
"1782223927.417",,,"-37.8","-2.22",
"1782223927.427",,,"-37.8","-2.22",
"1782223927.441",,,"-37.13","-2.22",
"1782223927.444",,,"-36.03","-1.91",
"1782223927.458",,,"-36.03",,
"1782223927.459",,,"-34.62","-1.43",
"1782223927.469",,,"-34.62","-1.43",
"1782223927.472",,,"-32.67",,
"1782223927.473",,,,"-0.82",
"1782223927.484",,,"-32.67","-0.82",
"1782223927.487",,,"-30.71","-0.08",
"1782223927.498",,,"-30.71","-0.08",
"1782223927.501",,,"-28.51","0.71",
"1782223927.512",,,"-28.51","0.71",
"1782223927.515",,,"-25.77","1.26",
"1782223927.53",,,"-23.2","1.87",
"1782223927.54",,,"-23.2",,
"1782223927.541",,,,"1.87",
"1782223927.555",,,"-20.76","2.36",
"1782223927.558",,,"-18.38","2.54",
"1782223927.568",,,"-18.38","2.54",
"1782223927.572",,,"-16.12","3.15",
"1782223927.583",,,"-16.12","3.15",
"1782223927.586",,,"-14.1",,
"1782223927.587",,,,"3.7",
"1782223927.597",,,"-14.1","3.7",
"1782223927.602",,,"-12.45","4.01",
"1782223927.612",,,"-12.45","4.01",
"1782223927.62",,,"-10.8","4.56",
"1782223927.626",,,"-10.8","4.56",
"1782223927.629",,,"-9.4","4.92",
"1782223927.64",,,"-9.4","4.92",
"1782223927.643",,,"-8.42","5.17",
"1782223927.658",,,"-7.87","5.6",
"1782223927.669",,,"-7.87","5.6",
"1782223927.675",,,"-7.2","6.09",
"1782223927.683",,,"-7.2","6.09",
"1782223927.686",,,"-7.32","6.33",
"1782223927.697",,,"-7.32","6.33",
"1782223927.702",,,"-7.81","6.76",
"1782223927.712",,,"-7.81","6.76",
"1782223927.725",,,"-8.12","6.82",
"1782223927.729",,,"-8.79","6.94",
"1782223927.743",,,"-8.79",,
"1782223927.744",,,"-9.09","7.06",
"1782223927.753",,,"-9.09",,
"1782223927.754",,,,"7.06",
"1782223927.761",,,"-9.58",,
"1782223927.762",,,,"6.51",
"1782223927.768",,,"-9.58","6.51",
"1782223927.771",,,"-10.25","6.02",
"1782223927.786",,,"-10.8","4.99",
"1782223927.802",,,"-11.6","4.07",
"1782223927.811",,,"-11.6","4.07",
"1782223927.814",,,"-12.27","3.46",
"1782223927.825",,,"-12.27","3.46",
"1782223927.828",,,"-12.51",,
"1782223927.829",,,,"2.85",
"1782223927.845",,,"-12.33","2.54",
"1782223927.854",,,"-12.33","2.54",
"1782223927.857",,,"-11.54","1.99",
"1782223927.868",,,"-11.54",,
"1782223927.869",,,,"1.99",
"1782223927.885",,,"-9.77","0.71",
"1782223927.896",,,"-9.77","0.71",
"1782223927.902",,,"-8.55","0.16",
"1782223927.91",,,"-8.55","0.16",
"1782223927.913",,,"-6.53",,
"1782223927.914",,,,"-0.14",
"1782223927.924",,,"-6.53",,
"1782223927.925",,,,"-0.14",
"1782223927.928",,,"-4.45","-0.33",
"1782223927.938",,,"-4.45",,
"1782223927.939",,,,"-0.33",
"1782223927.942",,,"-2.07","-0.2",
"1782223927.953",,,"-2.07","-0.2",
"1782223927.956",,,"0.25","0.22",
"1782223927.97",,,"0.25",,
"1782223927.971",,,"2.39","0.65",
"1782223927.981",,,"2.39","0.65",
"1782223927.994",,,"4.16",,
"1782223927.995",,,,"1.2",
"1782223927.999",,,"5.56","1.5",
"1782223928.013",,,"6.23","1.81",
"1782223928.023",,,"6.23","1.81",
"1782223928.028",,,"6.91","2.6",
"1782223928.043",,,"6.91",,
"1782223928.044",,,"7.45","3.64",
"1782223928.051",,,"7.45",,
"1782223928.052",,,,"3.64",
"1782223928.055",,,"7.21","4.44",
"1782223928.065",,,"7.21",,
"1782223928.066",,,,"4.44",
"1782223928.07",,,"6.36","4.92",
"1782223928.08",,,"6.36","4.92",
"1782223928.085",,,"5.75","5.17",
"1782223928.094",,,"5.75","5.17",
"1782223928.097",,,"4.52","5.23",
"1782223928.108",,,"4.52","5.23",
"1782223928.122",,,"3.3","5.35",
"1782223928.129",,,"1.47","4.68",
"1782223928.136",,,"1.47","4.68",
"1782223928.14",,,"-0.06",,
"1782223928.141",,,,"3.89",
"1782223928.151",,,"-0.06","3.89",
"1782223928.154",,,"-1.46","3.21",
"1782223928.164",,,"-1.46",,
"1782223928.165",,,,"3.21",
"1782223928.168",,,"-3.05","2.48",
"1782223928.179",,,"-3.05","2.48",
"1782223928.182",,,"-4.09","2.36",
"1782223928.193",,,"-4.09","2.36",
"1782223928.196",,,"-5.37",,
"1782223928.197",,,,"2.48",
"1782223928.211",,,"-5.74","2.91",
"1782223928.223",,,"-5.74","2.91",
"1782223928.225",,,"-5.8","3.46",
"1782223928.236",,,"-5.8","3.46",
"1782223928.239",,,"-5.8",,
"1782223928.24",,,,"4.44",
"1782223928.25",,,"-5.8",,
"1782223928.251",,,,"4.44",
"1782223928.255",,,"-5.37","4.99",
"1782223928.265",,,"-5.37","4.99",
"1782223928.27",,,"-4.76",,
"1782223928.271",,,,"5.6",
"1782223928.28",,,"-4.76","5.6",
"1782223928.282",,,"-4.33",,
"1782223928.283",,,,"6.51",
"1782223928.293",,,"-4.33",,
"1782223928.294",,,,"6.51",
"1782223928.307",,,"-3.72","7.61",
"1782223928.312",,,"-3.17","8.59",
"1782223928.321",,,"-3.17","8.59",
"1782223928.325",,,"-2.93","9.32",
"1782223928.345",,,"-2.56","10.67",
"1782223928.35",,,"-2.56","10.67",
"1782223928.357",,,"-2.07","11.46",
"1782223928.365",,,"-2.07","11.46",
"1782223928.367",,,"-1.34",,
"1782223928.368",,,,"12.68",
"1782223928.379",,,"-1.34","12.68",
"1782223928.382",,,"-0.73","13.66",
"1782223928.393",,,"-0.73","13.66",
"1782223928.396",,,"-0.18","14.76",
"1782223928.407",,,"-0.18","14.76",
"1782223928.414",,,"-0.36","15.61",
"1782223928.423",,,"-0.36","15.61",
"1782223928.442",,,"-1.03","15.55",
"1782223928.449",,,"-1.03","15.55",
"1782223928.453",,,"-1.89","15.12",
"1782223928.464",,,"-1.89","15.12",
"1782223928.467",,,"-2.87","14.39",
"1782223928.478",,,"-2.87",,
"1782223928.479",,,,"14.39",
"1782223928.483",,,"-3.84",,
"1782223928.484",,,,"13.35",
"1782223928.492",,,"-3.84",,
"1782223928.493",,,,"13.35",
"1782223928.497",,,"-4.88","11.89",
"1782223928.507",,,"-4.88","11.89",
"1782223928.516",,,"-5.13","10.24",
"1782223928.521",,,"-5.13","10.24",
"1782223928.524",,,"-5.55","7.92",
"1782223928.536",,,"-5.55","7.92",
"1782223928.539",,,"-5.92","5.29",
"1782223928.555",,,"-6.16","2.79",
"1782223928.57",,,"-6.41","0.28",
"1782223928.578",,,"-6.41","0.28",
"1782223928.592",,,"-5.92","-1.79",
"1782223928.597",,,"-4.82","-3.56",
"1782223928.611",,,"-3.9","-4.66",
"1782223928.62",,,"-3.9",,
"1782223928.621",,,,"-4.66",
"1782223928.626",,,"-2.56",,
"1782223928.627",,,,"-5.58",
"1782223928.635",,,"-2.56","-5.58",
"1782223928.638",,,"-0.79","-5.46",
"1782223928.649",,,"-0.79","-5.46",
"1782223928.654",,,"1.23","-4.97",
"1782223928.663",,,"1.23","-4.97",
"1782223928.67",,,"3.61","-4.54",
"1782223928.683",,,"6.23","-4.42",
"1782223928.692",,,"6.23","-4.42",
"1782223928.706",,,"8.31","-4.54",
"1782223928.709",,,"10.39","-4.36",
"1782223928.721",,,"10.39","-4.36",
"1782223928.725",,,"12.71","-4.79",
"1782223928.741",,,"12.71","-4.79",
"1782223928.745",,,"14.84","-5.4",
"1782223928.748",,,"14.84","-5.4",
"1782223928.751",,,"17.96","-6.19",
"1782223928.769",,,"20.77","-6.86",
"1782223928.777",,,"20.77",,
"1782223928.778",,,,"-6.86",
"1782223928.79",,,"24","-7.53",
"1782223928.793",,,"26.51","-8.02",
"1782223928.804",,,"26.51","-8.02",
"1782223928.808",,,"28.1","-9.3",
"1782223928.819",,,"28.1","-9.3",
"1782223928.824",,,"28.71","-10.77",
"1782223928.833",,,"28.71","-10.77",
"1782223928.836",,,"29.5","-11.93",
"1782223928.847",,,"29.5",,
"1782223928.848",,,,"-11.93",
"1782223928.854",,,"29.81","-13.33",
"1782223928.862",,,"29.81","-13.33",
"1782223928.875",,,"30.42","-14.43",
"1782223928.879",,,"31.15","-15.29",
"1782223928.889",,,"31.15",,
"1782223928.89",,,,"-15.29",
"1782223928.892",,,"32.25",,
"1782223928.893",,,,"-16.02",
"1782223928.904",,,"32.25","-16.02",
"1782223928.907",,,"33.29","-17.12",
"1782223928.918",,,"33.29","-17.12",
"1782223928.921",,,"34.2","-17.61",
"1782223928.932",,,"34.2","-17.61",
"1782223928.946",,,"35.12","-18.34",
"1782223928.949",,,"35.3","-19.69",
"1782223928.96",,,"35.3","-19.69",
"1782223928.963",,,"35.12","-20.79",
"1782223928.974",,,"35.12",,
"1782223928.975",,,,"-20.79",
"1782223928.979",,,"34.57","-21.52",
"1782223928.989",,,"34.57","-21.52",
"1782223928.992",,,"34.2","-21.64",
"1782223929.003",,,"34.2",,
"1782223929.004",,,,"-21.64",
"1782223929.017",,,"33.9","-21.21",
"1782223929.022",,,"33.04","-21.09",
"1782223929.031",,,"33.04","-21.09",
"1782223929.035",,,"31.39","-21.52",
"1782223929.045",,,"31.39","-21.52",
"1782223929.049",,,"29.68","-22.74",
"1782223929.063",,,"29.68",,
"1782223929.064",,,"27.49","-24.39",
"1782223929.075",,,"27.49","-24.39",
"1782223929.093",,,"25.71","-25.06",
"1782223929.106",,,"25.71",,
"1782223929.107",,,"24.74","-24.75",
"1782223929.116",,,"24.74",,
"1782223929.117",,,,"-24.75",
"1782223929.12",,,"23.52","-24.69",
"1782223929.131",,,"23.52","-24.69",
"1782223929.136",,,"22.17",,
"1782223929.137",,,,"-24.39",
"1782223929.145",,,"22.17","-24.39",
"1782223929.152",,,"21.93","-23.66",
"1782223929.16",,,"21.93","-23.66",
"1782223929.173",,,"22.11",,
"1782223929.174",,,,"-22.56",
"1782223929.176",,,"23.03",,
"1782223929.177",,,,"-20.66",
"1782223929.187",,,"23.03",,
"1782223929.188",,,,"-20.66",
"1782223929.192",,,"23.88","-19.08",
"1782223929.202",,,"23.88","-19.08",
"1782223929.206",,,"24.25","-17.37",
"1782223929.216",,,"24.25","-17.37",
"1782223929.219",,,"24.86","-15.78",
"1782223929.23",,,"24.86","-15.78",
"1782223929.244",,,"25.78","-13.7",
"1782223929.248",,,"27.24","-12.42",
"1782223929.262",,,"28.89","-12.42",
"1782223929.263",,,,"-11.08",
"1782223929.272",,,"28.89","-11.08",
"1782223929.278",,,"29.99","-9.67",
"1782223929.287",,,"29.99","-9.67",
"1782223929.29",,,"29.99","-8.08",
"1782223929.301",,,"29.99","-8.08",
"1782223929.305",,,"28.95","-7.29",
"1782223929.315",,,"28.95","-7.29",
"1782223929.329",,,"27.06","-6.68",
"1782223929.336",,,"24.74","-5.88",
"1782223929.343",,,"24.74","-5.88",
"1782223929.348",,,"22.54","-5.03",
"1782223929.357",,,"22.54",,
"1782223929.358",,,,"-5.03",
"1782223929.363",,,"20.4","-4.11",
"1782223929.372",,,"20.4","-4.11",
"1782223929.375",,,"18.39","-3.44",
"1782223929.386",,,"18.39","-3.44",
"1782223929.391",,,"16.25",,
"1782223929.392",,,,"-2.77",
"1782223929.402",,,"16.25","-2.77",
"1782223929.419",,,"10.69","-0.63",
"1782223929.429",,,"10.69","-0.63",
"1782223929.434",,,"7.76","0.34",
"1782223929.443",,,"7.76","0.34",
"1782223929.448",,,"4.77","1.32",
"1782223929.457",,,"4.77","1.32",
"1782223929.462",,,"2.57","1.93",
"1782223929.471",,,"2.57",,
"1782223929.472",,,,"1.93",
"1782223929.474",,,"0.49","2.48",
"1782223929.492",,,"-1.52","3.28",
"1782223929.5",,,"-1.52","3.28",
"1782223929.504",,,"-3.9","4.01",
"1782223929.514",,,"-3.9","4.01",
"1782223929.522",,,"-7.2","4.86",
